text,label,cleansing,casefolding,tokenizing,stopword
makanan di depok yg enak yg sda di shopeefood ap yh,netral,makanan di depok yg enak yg sda di ap yh,makanan di depok yg enak yg sda di ap yh,"['makanan', 'di', 'depok', 'yg', 'enak', 'yg', 'sda', 'di', 'ap', 'yh']",makanan depok yg enak yg sda ap yh
"makan siang yg ada di grab/shopeefood yg enak apa ya kira""",netral,makan siang yg ada di grabshopeefood yg enak apa ya kira,makan siang yg ada di grabshopeefood yg enak apa ya kira,"['makan', 'siang', 'yg', 'ada', 'di', 'grabshopeefood', 'yg', 'enak', 'apa', 'ya', 'kira']",makan siang yg grabshopeefood yg enak ya
@dfbloodlttefa2b akusii beli di shopeefood wkwk,positif,akusii beli di wkwk,akusii beli di wkwk,"['akusii', 'beli', 'di', 'wkwk']",akusii beli wkwk
biaya layanan shopeefood mahal bgt ya sampe 6000 skrg,negatif,biaya layanan mahal bgt ya sampe skrg,biaya layanan mahal bgt ya sampe skrg,"['biaya', 'layanan', 'mahal', 'bgt', 'ya', 'sampe', 'skrg']",biaya layanan mahal bgt ya sampe skrg
"Pengen nyobain Shopee Food, enaknya pesen apa ya yg cocok buat sakit flu?",netral,pengen nyobain enaknya pesen apa ya yg cocok buat sakit flu,pengen nyobain enaknya pesen apa ya yg cocok buat sakit flu,"['pengen', 'nyobain', 'enaknya', 'pesen', 'apa', 'ya', 'yg', 'cocok', 'buat', 'sakit', 'flu']",pengen nyobain enaknya pesen ya yg cocok sakit flu
"@tanyarlfes For me, yg tinggal bertiga sama suami dan anak bayi. Lebih hemat dan gak mubazir beli pake Shopee Foodš https://t.co/niEL6pyGKP",positif,for me yg tinggal bertiga sama suami dan anak bayi lebih hemat dan gak mubazir beli pake,for me yg tinggal bertiga sama suami dan anak bayi lebih hemat dan gak mubazir beli pake,"['for', 'me', 'yg', 'tinggal', 'bertiga', 'sama', 'suami', 'dan', 'anak', 'bayi', 'lebih', 'hemat', 'dan', 'gak', 'mubazir', 'beli', 'pake']",for me yg tinggal bertiga suami anak bayi hemat gak mubazir beli pake
"kenapa sih kalau make shopeefood makanannya selalu dateng lama banget, mana drivernya suka aneh menjauh dari resto... kan aku laper",negatif,kenapa sih kalau make makanannya selalu dateng lama banget mana drivernya suka aneh menjauh dari resto kan aku laper,kenapa sih kalau make makanannya selalu dateng lama banget mana drivernya suka aneh menjauh dari resto kan aku laper,"['kenapa', 'sih', 'kalau', 'make', 'makanannya', 'selalu', 'dateng', 'lama', 'banget', 'mana', 'drivernya', 'suka', 'aneh', 'menjauh', 'dari', 'resto', 'kan', 'aku', 'laper']",sih make makanannya dateng banget drivernya suka aneh menjauh resto laper
wtb voc shopeefood pengguna baru atau yg ada diskon minbel 0rp #zonauang,positif,wtb voc pengguna baru atau yg ada diskon minbel rp,wtb voc pengguna baru atau yg ada diskon minbel rp,"['wtb', 'voc', 'pengguna', 'baru', 'atau', 'yg', 'ada', 'diskon', 'minbel', 'rp']",wtb voc pengguna yg diskon minbel rp
@FOODFESS2 Makroni ngehe nder kalo ada di daerahmu shopeefood atau grabfood ada.,netral,makroni ngehe nder kalo ada di daerahmu atau grabfood ada,makroni ngehe nder kalo ada di daerahmu atau grabfood ada,"['makroni', 'ngehe', 'nder', 'kalo', 'ada', 'di', 'daerahmu', 'atau', 'grabfood', 'ada']",makroni ngehe nder kalo daerahmu grabfood
"@sbyfess 1. Tiap hari
2. Ngutil duit emak buat bayar parkir abang shopeefood
3. Apa liat tutor di yutup termasuk nyš https://t.co/LZtiVXvvAp",negatif,tiap hari ngutil duit emak buat bayar parkir abang apa liat tutor di yutup termasuk ny,tiap hari ngutil duit emak buat bayar parkir abang apa liat tutor di yutup termasuk ny,"['tiap', 'hari', 'ngutil', 'duit', 'emak', 'buat', 'bayar', 'parkir', 'abang', 'apa', 'liat', 'tutor', 'di', 'yutup', 'termasuk', 'ny']",ngutil duit emak bayar parkir abang liat tutor yutup ny
Kesibukannya apa akhir akhir ini? Me :Scroll shopee food sampe nemu promo yang pas,netral,kesibukannya apa akhir akhir ini me scroll sampe nemu promo yang pas,kesibukannya apa akhir akhir ini me scroll sampe nemu promo yang pas,"['kesibukannya', 'apa', 'akhir', 'akhir', 'ini', 'me', 'scroll', 'sampe', 'nemu', 'promo', 'yang', 'pas']",kesibukannya me scroll sampe nemu promo pas
"@shopeefood_id Sarapannya Upin Ipin itu, Min
Ayam goyeng",netral,sarapannya upin ipin itu min ayam goyeng,sarapannya upin ipin itu min ayam goyeng,"['sarapannya', 'upin', 'ipin', 'itu', 'min', 'ayam', 'goyeng']",sarapannya upin ipin min ayam goyeng
Terimakasih shopee food kamu telah menyelamatkanku dengan gratis-gratis ongkirmu__,positif,terimakasih kamu telah menyelamatkanku dengan gratisgratis ongkirmu,terimakasih kamu telah menyelamatkanku dengan gratisgratis ongkirmu,"['terimakasih', 'kamu', 'telah', 'menyelamatkanku', 'dengan', 'gratisgratis', 'ongkirmu']",terimakasih menyelamatkanku gratisgratis ongkirmu
"RT @shopeefood_id: Kenapa namanya asinan, tapi rasanya gak asin? __

Coba reply jawabanmu dong, ShopeeFoodies!",netral,kenapa namanya asinan tapi rasanya gak asin coba reply jawabanmu dong shopeefoodies,kenapa namanya asinan tapi rasanya gak asin coba reply jawabanmu dong shopeefoodies,"['kenapa', 'namanya', 'asinan', 'tapi', 'rasanya', 'gak', 'asin', 'coba', 'reply', 'jawabanmu', 'dong', 'shopeefoodies']",namanya asinan gak asin coba reply jawabanmu shopeefoodies
RT @shopeefood_id: Awal bulan gak ada alasan buat gak makan hemat ygy __,netral,awal bulan gak ada alasan buat gak makan hemat ygy,awal bulan gak ada alasan buat gak makan hemat ygy,"['awal', 'bulan', 'gak', 'ada', 'alasan', 'buat', 'gak', 'makan', 'hemat', 'ygy']",gak alasan gak makan hemat ygy
"@shopeefood_id Admin baca dm saya mau aktifasi akun Shopee partner tpi kaga kelar"" Gmna dah",negatif,admin baca dm saya mau aktifasi akun partner tpi kaga kelar gmna dah,admin baca dm saya mau aktifasi akun partner tpi kaga kelar gmna dah,"['admin', 'baca', 'dm', 'saya', 'mau', 'aktifasi', 'akun', 'partner', 'tpi', 'kaga', 'kelar', 'gmna', 'dah']",admin baca dm aktifasi akun partner tpi kaga kelar gmna dah
"Fun fact :
Ampir tiap pagi, pas @iampiopio bangun, aku lg di posisi masak sarapan/scroll gofood/shopeefood. Jadi siš https://t.co/lNSGDgNSUL",netral,fun fact ampir tiap pagi pas bangun aku lg di posisi masak sarapanscroll gofoodshopeefood jadi si,fun fact ampir tiap pagi pas bangun aku lg di posisi masak sarapanscroll gofoodshopeefood jadi si,"['fun', 'fact', 'ampir', 'tiap', 'pagi', 'pas', 'bangun', 'aku', 'lg', 'di', 'posisi', 'masak', 'sarapanscroll', 'gofoodshopeefood', 'jadi', 'si']",fun fact ampir pagi pas bangun lg posisi masak sarapanscroll gofoodshopeefood si
"@watermelIion @FOODFESS2 Bakmi Daging Legenda, Bakmi Priska, sama Bakmi Kun.

Gua rekomen cari di shopeefood, soalnš https://t.co/V8nWuPKh8h",positif,bakmi daging legenda bakmi priska sama bakmi kun gua rekomen cari di soaln,bakmi daging legenda bakmi priska sama bakmi kun gua rekomen cari di soaln,"['bakmi', 'daging', 'legenda', 'bakmi', 'priska', 'sama', 'bakmi', 'kun', 'gua', 'rekomen', 'cari', 'di', 'soaln']",bakmi daging legenda bakmi priska bakmi kun gua rekomen cari soaln
@shopeefood_id Kreatif haha,positif,kreatif haha,kreatif haha,"['kreatif', 'haha']",kreatif haha
"@hijiril @FOODFESS2 Kalo Jakbar: Bakmi Ono (pangsit rebus sama bakso goreng reccommended), Mie Yamin Untar, sama Baš https://t.co/YY5gttcKbs",positif,kalo jakbar bakmi ono pangsit rebus sama bakso goreng reccommended mie yamin untar sama ba,kalo jakbar bakmi ono pangsit rebus sama bakso goreng reccommended mie yamin untar sama ba,"['kalo', 'jakbar', 'bakmi', 'ono', 'pangsit', 'rebus', 'sama', 'bakso', 'goreng', 'reccommended', 'mie', 'yamin', 'untar', 'sama', 'ba']",kalo jakbar bakmi ono pangsit rebus bakso goreng reccommended mie yamin untar ba
dugaan betul ya tengah lapar order shopee food tapi kena refund sbb tkda driver. helllno,negatif,dugaan betul ya tengah lapar order tapi kena refund sbb tkda driver helllno,dugaan betul ya tengah lapar order tapi kena refund sbb tkda driver helllno,"['dugaan', 'betul', 'ya', 'tengah', 'lapar', 'order', 'tapi', 'kena', 'refund', 'sbb', 'tkda', 'driver', 'helllno']",dugaan ya lapar order kena refund sbb tkda driver helllno
Kfc kok menu riser lu kaga ada di shopeefood/grabfood semacamnya dh:(,negatif,kfc kok menu riser lu kaga ada di shopeefoodgrabfood semacamnya dh,kfc kok menu riser lu kaga ada di shopeefoodgrabfood semacamnya dh,"['kfc', 'kok', 'menu', 'riser', 'lu', 'kaga', 'ada', 'di', 'shopeefoodgrabfood', 'semacamnya', 'dh']",kfc menu riser lu kaga shopeefoodgrabfood semacamnya dh
"@jiamow Hai kak, maaf atas ketidaknyamanannya. Terkait kendala kamu tdk bisa membatalkan pesanan pd shopeefood.(1)",negatif,hai kak maaf atas ketidaknyamanannya terkait kendala kamu tdk bisa membatalkan pesanan pd,hai kak maaf atas ketidaknyamanannya terkait kendala kamu tdk bisa membatalkan pesanan pd,"['hai', 'kak', 'maaf', 'atas', 'ketidaknyamanannya', 'terkait', 'kendala', 'kamu', 'tdk', 'bisa', 'membatalkan', 'pesanan', 'pd']",hai kak maaf ketidaknyamanannya terkait kendala tdk membatalkan pesanan pd
Coba kalo di kreta bs shopee food __,netral,coba kalo di kreta bs,coba kalo di kreta bs,"['coba', 'kalo', 'di', 'kreta', 'bs']",coba kalo kreta bs
@0xbigwinnr Anak kos jaman sekarang pesen ShopeeFood gasih? ____,netral,anak kos jaman sekarang pesen gasih,anak kos jaman sekarang pesen gasih,"['anak', 'kos', 'jaman', 'sekarang', 'pesen', 'gasih']",anak kos jaman pesen gasih
@shopeefood_id kalo gada pilihan terpaksa gitu________,netral,kalo gada pilihan terpaksa gitu,kalo gada pilihan terpaksa gitu,"['kalo', 'gada', 'pilihan', 'terpaksa', 'gitu']",kalo gada pilihan terpaksa gitu
"@jiamow 
Hi kak,maaf utk kndlmu yg ingin mlakukan cancel shopeefood tdk bs &amp; driver pick up orderan sulit (1/3)",negatif,hi kakmaaf utk kndlmu yg ingin mlakukan cancel tdk bs amp driver pick up orderan sulit,hi kakmaaf utk kndlmu yg ingin mlakukan cancel tdk bs amp driver pick up orderan sulit,"['hi', 'kakmaaf', 'utk', 'kndlmu', 'yg', 'ingin', 'mlakukan', 'cancel', 'tdk', 'bs', 'amp', 'driver', 'pick', 'up', 'orderan', 'sulit']",hi kakmaaf utk kndlmu yg mlakukan cancel tdk bs amp driver pick up orderan sulit
"aku milih warung ketoprak di shopeefood sejam sendiri, bismillah enak plis",netral,aku milih warung ketoprak di sejam sendiri bismillah enak plis,aku milih warung ketoprak di sejam sendiri bismillah enak plis,"['aku', 'milih', 'warung', 'ketoprak', 'di', 'sejam', 'sendiri', 'bismillah', 'enak', 'plis']",milih warung ketoprak sejam bismillah enak plis
ketika niatnya diet tapi beli dua bungkus nasi padang karena diskon shopee food __,negatif,ketika niatnya diet tapi beli dua bungkus nasi padang karena diskon,ketika niatnya diet tapi beli dua bungkus nasi padang karena diskon,"['ketika', 'niatnya', 'diet', 'tapi', 'beli', 'dua', 'bungkus', 'nasi', 'padang', 'karena', 'diskon']",niatnya diet beli bungkus nasi padang diskon
"sudah 3 hari . penarikan shopee pay ke rekening yang hanya 50ribu . belum masuk . . .  __
@ShopeePay_IDš https://t.co/SMMgIVLX6X",negatif,sudah hari penarikan pay ke rekening yang hanya ribu belum masuk,sudah hari penarikan pay ke rekening yang hanya ribu belum masuk,"['sudah', 'hari', 'penarikan', 'pay', 'ke', 'rekening', 'yang', 'hanya', 'ribu', 'belum', 'masuk']",penarikan pay rekening ribu masuk
@ShopeeID @ShopeeCare knp sih klo cancel shopee food yf drivernya lama bgt pick up orderan susah bgt. Sy udh 1 jm nš https://t.co/wyfdO0VEE8,negatif,knp sih klo cancel yf drivernya lama bgt pick up orderan susah bgt sy udh jm n,knp sih klo cancel yf drivernya lama bgt pick up orderan susah bgt sy udh jm n,"['knp', 'sih', 'klo', 'cancel', 'yf', 'drivernya', 'lama', 'bgt', 'pick', 'up', 'orderan', 'susah', 'bgt', 'sy', 'udh', 'jm', 'n']",knp sih klo cancel yf drivernya bgt pick up orderan susah bgt sy udh jm n
"@ShopeeCare knp sih klo mau batalin pesanan shopee food yg drivernya lama bgt, ga pick up orderan makanan susah bgt. Heran deh",negatif,knp sih klo mau batalin pesanan yg drivernya lama bgt ga pick up orderan makanan susah bgt heran deh,knp sih klo mau batalin pesanan yg drivernya lama bgt ga pick up orderan makanan susah bgt heran deh,"['knp', 'sih', 'klo', 'mau', 'batalin', 'pesanan', 'yg', 'drivernya', 'lama', 'bgt', 'ga', 'pick', 'up', 'orderan', 'makanan', 'susah', 'bgt', 'heran', 'deh']",knp sih klo batalin pesanan yg drivernya bgt ga pick up orderan makanan susah bgt heran deh
"uy abis order shopeefood, tumben abangnya basa basi lama dulu ternyata ambil makannya cuman pake tanktop putih gapake bra. astagaa__",negatif,uy abis order tumben abangnya basa basi lama dulu ternyata ambil makannya cuman pake tanktop putih gapake bra astagaa,uy abis order tumben abangnya basa basi lama dulu ternyata ambil makannya cuman pake tanktop putih gapake bra astagaa,"['uy', 'abis', 'order', 'tumben', 'abangnya', 'basa', 'basi', 'lama', 'dulu', 'ternyata', 'ambil', 'makannya', 'cuman', 'pake', 'tanktop', 'putih', 'gapake', 'bra', 'astagaa']",uy abis order tumben abangnya basa basi ambil makannya cuman pake tanktop putih gapake bra astagaa
enaknya jam segini mam apa ya sumpah takutnya kyak kmaren2 shopeefood tp w nya ketiduran__,netral,enaknya jam segini mam apa ya sumpah takutnya kyak kmaren tp w nya ketiduran,enaknya jam segini mam apa ya sumpah takutnya kyak kmaren tp w nya ketiduran,"['enaknya', 'jam', 'segini', 'mam', 'apa', 'ya', 'sumpah', 'takutnya', 'kyak', 'kmaren', 'tp', 'w', 'nya', 'ketiduran']",enaknya jam segini mam ya sumpah takutnya kyak kmaren tp w nya ketiduran
"Order shopeefood jam setengah 2 malem, semoga ga ketiduran__",netral,order jam setengah malem semoga ga ketiduran,order jam setengah malem semoga ga ketiduran,"['order', 'jam', 'setengah', 'malem', 'semoga', 'ga', 'ketiduran']",order jam malem semoga ga ketiduran
@pegabdijenie Ada orderan shopeefood banh,positif,ada orderan banh,ada orderan banh,"['ada', 'orderan', 'banh']",orderan banh
Jam segini malah shopee food seblak lagi__ definisi nyari penyakit,negatif,jam segini malah seblak lagi definisi nyari penyakit,jam segini malah seblak lagi definisi nyari penyakit,"['jam', 'segini', 'malah', 'seblak', 'lagi', 'definisi', 'nyari', 'penyakit']",jam segini seblak definisi nyari penyakit
DAN LU TAU APA????? TAU NYA DRIVER SHOPEEFOOD ANJRITTTTT MAU PICKUP MAKANAN DI RUMAH SODARA W YANG PERSIS SAMPING Rš https://t.co/rT1r5aiajB,netral,dan lu tau apa tau nya driver anjrittttt mau pickup makanan di rumah sodara w yang persis samping r,dan lu tau apa tau nya driver anjrittttt mau pickup makanan di rumah sodara w yang persis samping r,"['dan', 'lu', 'tau', 'apa', 'tau', 'nya', 'driver', 'anjrittttt', 'mau', 'pickup', 'makanan', 'di', 'rumah', 'sodara', 'w', 'yang', 'persis', 'samping', 'r']",lu tau tau nya driver anjrittttt pickup makanan rumah sodara w persis samping r
@aaderaisa Emang nganjuk enek shopeefood?,netral,emang nganjuk enek,emang nganjuk enek,"['emang', 'nganjuk', 'enek']",emang nganjuk enek
Turunnya Performa Driver seharusnya diinfokan Kepada Driver shingga dapat mengoreksi diri kesalahan Shopee driver @shopeefood_id,netral,turunnya performa driver seharusnya diinfokan kepada driver shingga dapat mengoreksi diri kesalahan driver,turunnya performa driver seharusnya diinfokan kepada driver shingga dapat mengoreksi diri kesalahan driver,"['turunnya', 'performa', 'driver', 'seharusnya', 'diinfokan', 'kepada', 'driver', 'shingga', 'dapat', 'mengoreksi', 'diri', 'kesalahan', 'driver']",turunnya performa driver diinfokan driver shingga mengoreksi kesalahan driver
@Poisonfear_ @unmagnetism Bisa tapi shopeefood,netral,bisa tapi,bisa tapi,"['bisa', 'tapi']",
aku dua minggu sampai selesai uas pesen catering biar ga buang waktu scroll shopeefood alias setiap hari bisa sejamš https://t.co/j98m8EEJ1C,netral,aku dua minggu sampai selesai uas pesen catering biar ga buang waktu scroll alias setiap hari bisa sejam,aku dua minggu sampai selesai uas pesen catering biar ga buang waktu scroll alias setiap hari bisa sejam,"['aku', 'dua', 'minggu', 'sampai', 'selesai', 'uas', 'pesen', 'catering', 'biar', 'ga', 'buang', 'waktu', 'scroll', 'alias', 'setiap', 'hari', 'bisa', 'sejam']",minggu selesai uas pesen catering biar ga buang scroll alias sejam
@burgrc @recehtapisayng Karena km cocoknya shopeefood aja,netral,karena km cocoknya aja,karena km cocoknya aja,"['karena', 'km', 'cocoknya', 'aja']",km cocoknya aja
aku mau pesen shopeefood apa ya anj bingung,netral,aku mau pesen apa ya anj bingung,aku mau pesen apa ya anj bingung,"['aku', 'mau', 'pesen', 'apa', 'ya', 'anj', 'bingung']",pesen ya anj bingung
Aku order makanan di shopeefood tapi makananya gak sampe ke aku tapi uda keterima aja. Mau kasih bintang 1 aja tapiš https://t.co/oDl97xtYcn,negatif,aku order makanan di tapi makananya gak sampe ke aku tapi uda keterima aja mau kasih bintang aja tapi,aku order makanan di tapi makananya gak sampe ke aku tapi uda keterima aja mau kasih bintang aja tapi,"['aku', 'order', 'makanan', 'di', 'tapi', 'makananya', 'gak', 'sampe', 'ke', 'aku', 'tapi', 'uda', 'keterima', 'aja', 'mau', 'kasih', 'bintang', 'aja', 'tapi']",order makanan makananya gak sampe uda keterima aja kasih bintang aja
"@ponidong Ra penak !... Poto thok kuwiii... __
Penak iku nek dikirim via shopeefood ____",negatif,ra penak poto thok kuwiii penak iku nek dikirim via,ra penak poto thok kuwiii penak iku nek dikirim via,"['ra', 'penak', 'poto', 'thok', 'kuwiii', 'penak', 'iku', 'nek', 'dikirim', 'via']",ra penak poto thok kuwiii penak iku nek dikirim via
"kalian yg habis update shopee, fitur shopee food nya ilang ga?",netral,kalian yg habis update fitur nya ilang ga,kalian yg habis update fitur nya ilang ga,"['kalian', 'yg', 'habis', 'update', 'fitur', 'nya', 'ilang', 'ga']",yg habis update fitur nya ilang ga
@sellaamaliaa @arifaminullahpr @mahasiswamlg seenak itu Sel? Aku biasanya usus sama pindang pedesnya __ shopeefood aš https://t.co/O80LGWHgbO,netral,seenak itu sel aku biasanya usus sama pindang pedesnya a,seenak itu sel aku biasanya usus sama pindang pedesnya a,"['seenak', 'itu', 'sel', 'aku', 'biasanya', 'usus', 'sama', 'pindang', 'pedesnya', 'a']",seenak sel usus pindang pedesnya a
@jeatines Coba cek gofood/grabfood/shopeefood,netral,coba cek gofoodgrabfoodshopeefood,coba cek gofoodgrabfoodshopeefood,"['coba', 'cek', 'gofoodgrabfoodshopeefood']",coba cek gofoodgrabfoodshopeefood
ini daritadi udah sejam lebih buka shopeefood sama gofood tp belum pesen pesen karna merasa mahal bgt nyampe udah pš https://t.co/6Y9BPf5UZZ,negatif,ini daritadi udah sejam lebih buka sama gofood tp belum pesen pesen karna merasa mahal bgt nyampe udah p,ini daritadi udah sejam lebih buka sama gofood tp belum pesen pesen karna merasa mahal bgt nyampe udah p,"['ini', 'daritadi', 'udah', 'sejam', 'lebih', 'buka', 'sama', 'gofood', 'tp', 'belum', 'pesen', 'pesen', 'karna', 'merasa', 'mahal', 'bgt', 'nyampe', 'udah', 'p']",daritadi udah sejam buka gofood tp pesen pesen karna mahal bgt nyampe udah p
"Niat buat cemilan biar ga jajan. Kalo udh lewat jam 9 mlm suka laper, kalo grabfood/ shopeefood lama sama nyari mauš https://t.co/xX7mVYzZJ2",negatif,niat buat cemilan biar ga jajan kalo udh lewat jam mlm suka laper kalo grabfood lama sama nyari mau,niat buat cemilan biar ga jajan kalo udh lewat jam mlm suka laper kalo grabfood lama sama nyari mau,"['niat', 'buat', 'cemilan', 'biar', 'ga', 'jajan', 'kalo', 'udh', 'lewat', 'jam', 'mlm', 'suka', 'laper', 'kalo', 'grabfood', 'lama', 'sama', 'nyari', 'mau']",niat cemilan biar ga jajan kalo udh jam mlm suka laper kalo grabfood nyari
